Kelime,Ağırlık
denilen,-0.3587361653678681
deniliyor,0.005601885993729899
deniyor,-0.0942708394668291
deniyor ama,-0.08737393835652905
denk,0.3087598606797352
denk geldi,-0.09216710776506785
denmiş,-0.3087210182458619
denmişti,-0.2618509945548508
depolama,-0.025956306493293436
derdi,-0.49209537584945395
derdi yok,-0.2704682375207512
derece,0.29995327962533436
derecede,0.433211197547413
derecesi,-0.2528227690851266
derecesini,0.07257237437230857
dereceye,0.530440180111893
dereceyi,-0.18785056491569
deri,0.5502824900420369
derim,0.3022189432295012
derin,0.056665385948597255
derin dondurucu,-0.2421614206419541
derken,-0.1404470537777989
ders,-0.09658208956329331
derseniz,0.1420570295757111
dert,-0.2890604066536134
desen,-0.12548293552520287
destegi,0.22813676922024168
destek,-0.14025522151142597
desteklemiyor,0.14870940557046658
destekli,0.0038200030562578705
destekliyor,0.24308709109669097
desteği,0.42034257002683517
desteği yok,0.5946549567228401
detaylı,-0.056950350782418724
deterjan,-0.24741175852994782
devam,-0.04620188151538645
devam eder,-0.0065624205544526455
devam ediyor,-0.14913705009377606
devam ediyorum,-0.04230634341165167
devamli,-0.17622294714191877
devamlı,0.16201500852410827
devir,0.041536644023729925
devirde,0.49737808667338745
devre,0.11615333876245107
devreye,0.1710893812379593
deyil,0.3627268151730897
deyip,-0.31031309747468827
dezavantaj,-0.049388949672018886
dezavantajlar,-0.005538772752428093
dezavantajlar yok,0.05410838116474296
değer,0.3743486761468483
değeri,-0.11423199542524938
değerli,0.014389774937095657
deği,0.5784868323401526
değil,0.4920019827563266
değil ama,0.5206478145152925
değil ancak,0.2022320496818071
değil ayrıca,0.0041553008411234355
değil ben,-0.10165568391916868
değil bence,0.14002350950981457
değil bu,0.20395182217736066
değil daha,-0.12138641573180392
değil de,0.1213807914890389
değil fakat,-0.024367758530280184
değil fiyatı,-0.2708722628621307
değil idare,0.4099757638634545
değil iş,-0.6156309228546353
değil kesinlikle,0.10761918930301811
değil orta,-0.03355896255184759
değil sadece,0.12984368328997814
değil sesi,-0.03775371121006478
değil tavsiye,-0.2270513847297865
değil ve,-0.15123143063307684
değil yani,-0.05656148391799112
değil zaten,-0.0581885381227405
değil çekiş,-0.19529933735367122
değil çok,-0.15582962791143376
değil çünkü,0.08501487908014656
değilde,-0.315155901548358
değildi,0.260672815280544
değildir,0.005505822475114377
değilim,0.29062724518603295
değiliz,-0.2577829376852961
değilmiş,0.10774160830733054
değilse,0.3032940354786001
değilseniz,0.22821320628184238
değişik,-0.17944232372304852
değişiklik,-0.20892344063398927
değişim,-0.0971661332711588
değişim için,0.16150976786553586
değişimi,0.09677815767259648
değişiyor,0.038505739308748274
değişti,0.2925480419629041
değiştirdi,-0.021283862671086007
değiştirdiler,0.6174175125573276
değiştirdim,0.0443524409327818
değiştirip,0.15552495464909794
değiştirmek,0.8567962236219375
değiştirmeye,0.22642060810454695
değmeyen,-0.0973951865256936
değmez,-0.051581890721402596
di,0.9224203437187822
di pte,-0.13192569228678325
di ye,-0.22570576507837536
dibinde,0.21341507525676173
dibine,-0.18441181825867273
die,-0.016633815574423633
diger,1.273956175516925
dijital,0.030934790028781686
dik,0.18293328747454676
dikey,-0.12855558022797775
dikiş,0.2697481378404539
dikkat,0.3875736964622598
dikkat edilmeli,-0.00842199596450981
dikkat edilmesi,0.25830098443979643
dikkat edin,-0.17190020090662816
dikkate,-0.25634191620769836
dikkate alsın,-0.19977560191367463
dikkatli,0.29729564305046974
dil,0.6599335509042094
dilerim,-0.12406453765440409
dinlemek,0.13037895323895798
dinlemek için,-0.03569131761989186
dinlerken,0.4188427551152058
dip,0.24268663472114818
direk,0.12578053062931238
direkt,-0.39730593134191117
disari,-0.11684621319069445
disinda,0.6115273786118409
disk,0.1251823742782762
diye,0.07583032615578311
diye aldim,-0.03198483799077397
diye aldık,-0.039970769408649735
diye aldım,0.2529404384834318
diye almıştım,0.10585090980302114
diye bi,-0.11983911932030786
diye bir,0.4608000761573622
diye birşey,0.2585310248399066
diye düşündüm,0.13637404566206798
diye düşünmeyin,-0.45218935285226086
diye düşünmüştüm,0.16689051961159954
diye düşünüyordum,-0.31034731391862624
diye düşünüyorum,-0.04328120104885999
diye sordum,-0.08105010949175229
diye tercih,-0.33237691676895936
diyebilirim,-0.31257084572634525
diyecek,0.26010624908056407
diyeceğim,-0.0292892114420376
diyelim,-0.08294930186428953
diyemem,0.32036815822591025
diyemem ama,0.011929251556038715
diyen,-0.19365818474720814
diyen arkadaşlar,-0.09096517216730099
diyenler,0.10393066995839255
diyenleri,-0.2464703036353872
diyerek,0.15796275433886417
diyip,-0.1977336502813789
diyor,-0.20278534079330868
diyor ama,-0.18249968138975964
diyorlar,-0.20333675132238732
diyorsanız,0.4445435496506257
diyorum,-0.36548207698592794
dizayn,0.2671616497279127
dizaynı,-0.07204947621843047
diğer,-0.1774591174699884
diğerleri,0.013603260806841069
diğerlerine,0.0027036374172013404
diş,-0.04760007525856682
dişli,0.07884578177577295
dişliler,-0.21122506426057533
dişlisi,0.031711258968611274
dk,-0.09154570077314382
dk da,0.13759230144680842
dk içinde,-0.006575122591656415
dogru,-0.3500466084753108
dokunmatik,-0.6298683680749618
dokunmatik ekran,-0.1492426107427038
dokunmatiği,-0.28371313212417587
dokusu,0.05908333557128534
dolabı,-0.15570892487567395
dolabın,-0.3092524698200844
dolap,-0.13559725390853306
dolayi,0.8536120610692359
dolayı,0.4445012597551193
dolayı bu,-0.16348664686037317
dolayısıyla,0.36362348278170736
doldurmadan,-0.24261007709936333
doldururken,-0.10562471735883186
dolduruyor,0.26533340503796216
dolmadan,-0.16542268000390198
dolu,-0.18929305868598353
dolunca,0.02996007565853073
doluyor,-0.10115666621504513
dondu,0.03392788276688546
dondurucu,0.19807238001588734
donma,-0.14136951868566966
donuyor,-0.10486343580735724
dosya,0.24898891725889497
dosyayı,0.3749217180716109
doğal,0.4367955700288172
doğrama,-0.1666936972871454
doğramıyor,-0.10664247742123718
doğrarken,0.7229723832810417
doğrayıcı,0.13473259558078235
doğru,0.27228760365300564
doğru dürüst,-0.2714964078561758
doğru düzgün,0.016499833897978104
doğrusu,-0.22515740212473492
doğruyor,0.2689800162129058
doğum,0.11333688101182626
doğum günü,0.11333688101182626
dp,0.04559678797520203
du,-0.2453756868031834
dugmesi,-0.04800394987414636
duman,0.29273298422384236
dumanlar,0.10354336492860132
dumanı,-0.1582114935449043
dur,0.08852494781071046
durdu,0.007907998365021235
durmadan,-0.020419963915471018
durmuyor,0.3656874908473349
dursun,-0.04383187186557957
durulması,-0.09394374846066929
durum,-0.3096455412643145
durum bu,-0.09228794748226285
duruma,-0.3346589112230106
durumda,-0.24807130473011907
durumdan,0.13752609931901097
durumla,-0.21321369062329432
durumlarda,-0.22977832676602328
durumu,0.35394947090287593
durumu anlattım,-0.018670231654697104
durumunda,0.18981658010245397
durumunda kaldım,0.08711999863844908
durun,-0.460309589115305
duruyo,0.16712034278031285
duruyor,0.44787108266787395
duruyor ama,0.35182139303521126
duruyor ayrıca,0.01344080976276003
duruyordu,0.10841431070734658
dusuk,0.35920329191367845
dusundum,0.0770832635379819
dusunerek,0.3601347064859642
dusunuyorum,0.020777433088512716
duvar,-0.1595833146818812
duvara,-0.17188002245835282
duydum,0.2702592792590059
duyulmuyor,0.014381426958203056
duyuluyor,0.48932483167184054
duyurulur,0.21668337054959153
duyuyor,-0.17021764290429137
duyuyorsunuz,0.27983378495537775
dyson,-0.11684114069316723
döküldü,0.40271351477602574
dökülmesi,-0.1782914977139473
dökülmüştü,0.22579177482083704
dökülüyor,-0.14608908752126057
döküm,-0.013615270169832409
döndü,0.025315067158376944
dönen,0.22536316924824717
döner,0.08971648962781932
dönerken,-0.2823540749015386
dönme,0.151297946248465
dönmüyor,-0.17821917414833421
dönüyor,0.3643295972113162
dönüş,-0.13715653981124415
dört,0.008330351720007232
dügmesi,0.25504977615666535
dün,-0.21229860663300057
dün elime,-0.11744263515268863
dün geldi,-0.02436425025631701
dün sipariş,-0.09225192362795909
dünya,-0.05854954149566273
dünya markası,-0.07244506076751325
dünya para,-0.08399143696585937
dünyanın,-0.10029730142067787
dürüst,-0.3048412789766898
düz,0.11611835116796232
düzenli,0.1610373551616904
düzey,0.3160941235772988
düzey bir,0.042196228918143196
düzeyde,0.09611543709366543
düzeyi,-0.08735402648575552
düzgün,-0.45135873120937126
düğme,-0.33014241258107774
düğmeler,0.009912503248996228
düğmeleri,0.25354493603910655
düğmesi,-0.08109357531867364
düğmesi yok,0.15903878865101737
düğmesi çok,0.1754687455856195
düğmesine,0.19366975721374124
düşme,-0.08563804396531295
düşmüş,0.17418902581339993
düştü,-0.23936537420403692
düşük,1.1659915806790269
düşük ayarda,-0.10818730685014559
düşük bir,0.10917919242908576
düşündüm,0.47801492760674036
düşündürücü,0.28036317501673963
düşündüğüm,0.1278675868376991
düşündüğüm için,-0.028254294231383332
düşünen,-0.3498232680926713
düşünenler,-0.14450601585234324
düşünenlere,0.0651727412016562
düşünenlere tavsiye,0.17021239764888874
düşünerek,-0.41842522379682123
düşünmeden,0.10660159265108346
düşünmeden alabilirsiniz,0.4266673577687642
düşünmeden alın,-0.4151065278909832
düşünmesin,-0.044139580151140334
düşünmeyin,-0.5960711505641609
düşünmüyorum,0.28980741398025633
düşünmüştüm,0.2872172097432626
düşünülmüş,-0.04713875765873088
düşünün,-0.0802030669029524
düşünün derim,-0.19870129066208547
düşünüyordum,-0.2604140385764031
düşünüyordum ama,-0.18061189734285268
düşünüyorsanız,0.1939086455914311
düşünüyorum,-0.2726936045254635
düşüyor,0.3582384814519286
düşüyor ve,0.30608578756724447
dıger,0.5251747305419278
dısında,0.09810370203216848
dıye,-0.15058946210046112
dış,-0.07726712062996681
dışardan,-0.2258792382177607
dışarı,-0.2308475711297856
dışarıda,0.05628203929683028
dışarıdaki,0.25520029267478544
dışarıya,0.22736331047367775
dışı,0.30540749018275826
dışına,-0.10540480597810174
dışında,0.8282958592514823
dışında bir,-0.3419200826038519
dışında gayet,0.42723362194030257
dışında güzel,-0.09032486595666252
dışında hiçbir,0.0912629493559761
dışında iyi,-0.27331187780323757
dışında çok,-0.11608967142968325
ebat,0.2961247098041878
ebat olarak,0.2961247098041878
ebatı,0.4084010761436811
edebileceğim,-0.005864723078999514
edebileceğim bir,-0.005864723078999514
edebilir,0.12395805345782904
edebilirim,0.18872120544632004
edebilirsiniz,0.2707678264457476
edebiliyorum,0.12276921543694602
edecek,-0.46721549238557025
edecek kadar,0.052120242684150116
edeceğim,-0.449966676637741
edemedim,-0.1423439098410618
edemiyorum,-0.07599458471881639
eden,-0.04972708130209525
eden bir,-0.19456821229662566
eder,0.854570933533793
eder ama,0.10126719282319244
eder bir,-0.4663557872797145
eder çok,0.16536410115413405
ederdim,-0.09643023136346793
ederek,0.29444557673611027
ederi,0.21497184075378264
ederim,0.2754790915156209
ederim ama,-0.050135766446447294
ederim ben,0.11822443846139755
ederim bu,-0.12684308626838892
ederim güzel,0.3069085550956513
ederim hem,0.28444594207593055
ederim hızlı,0.0937386772924435
ederim teşekkürler,0.1174085946308549
ederim çok,0.8255545850102549
ederim ürün,-0.27557313994802457
ederiz,0.27662451379319225
ederken,0.2836131882581043
ederseniz,-0.3511688294574008
edersiniz,-0.16143898998880837
ederım,0.09113876058637647
edi,-0.14403775384334888
edicem,-0.22982893496053905
edici,-0.04644550026857316
edici bir,-0.14148910871894102
edici değil,0.2655950838135645
edildi,0.26502655484060966
edilebilir,0.17879037980522833
edilecek,-0.3713110782969394
edilecek bir,-0.18023038070122996
edilir,-0.09054905749500262
ediliyor,-0.0038388771781446215
edilmeden,-0.07258948591918397
edilmedi,-0.19715561722507166
edilmeli,-0.10374996040554679
edilmesi,0.20623246780778476
edilmiş,-0.03206038901726041
edin,0.3061446914463952
edip,0.27949877717800703
ediyor,0.7254741619044507
ediyor ama,-0.16332810416397853
ediyor bu,0.10003750619847793
ediyor ve,-0.04244255489085911
ediyorlar,0.2989777782540984
ediyorum,-0.19668239237172472
ediyorum bu,-0.11903724425100463
ediyorum ürün,0.16883867446778525
ediyoruz,-0.16056847727901957
efsane,-0.081773398032684
efsane cuma,0.06717514969464537
eger,-0.2769633375385661
eh,0.30619146912695194
eh işte,0.9786020761848204
ek,-0.04422694337379344
ek olarak,-0.008787183133025372
ekibi,0.0757731884437055
ekim,-0.2299455659182229
ekip,-0.1963735339175736
ekleme,-0.020861966075469897
ekleyip,-0.2707028236830752
ekmek,0.04078085833038462
ekmeği,-0.2774473865926033
ekonomik,-0.03504938768395577
ekonomik ve,0.13085291526493753
ekran,0.8057247678562045
ekran kalitesi,-0.11548718497301104
ekran kartı,0.061405812520135036
ekran koruyucu,0.03611786239152061
ekran çok,0.01151924946979926
ekrana,0.13135640778851734
ekranda,0.057596458348080165
ekrani,0.3958643991885272
ekranı,-0.35465302696518447
ekranın,-0.25844228928711194
eksi,0.4561434141584029
eksik,0.30878068692725114
eksik geldi,-0.4151250641524478
eksikleri,0.14035866205672312
eksikleri var,0.14035866205672312
eksikliği,-0.3501239635049179
eksiksiz,-0.3558668818363879
eksiksiz geldi,-0.10118622774775744
eksiksiz ve,0.13239444915830575
eksileri,-0.13180870800864644
eksisi,0.31066540237242185
eksiği,0.287812326446376
eksiği yok,-0.15162331988248628
ekstra,-0.22423833653466724
el,-0.21130177816501963
el ürün,-0.03940084685861447
elbette,0.28758850726850316
elde,0.5652217165281199
ele,-0.20887729121981152
elektrik,-0.2024871697262154
elektrik süpürgesi,-0.0898576490356378
elektrikli,0.0014659779396700109
elektrikli süpürge,-0.020648588497228844
elektronik,-0.13552440157596682
elemanı,-0.05789267753605465
eli,-0.15835910137656464
eli me,-0.32812506811979153
elim,-0.23961166254937444
elimde,0.60075393254017
elimde kalacak,0.3425334089954249
elimde kaldı,-0.06617827088124728
elimde patladı,-0.10902204365970092
elimdeki,0.213736392721804
elimdeydi,-0.151637713537158
elime,-0.11402440792629778
elime geldi,0.08702754567662557
elime geçmedi,-0.1998608200319956
elime geçti,0.37298421700637047
elime geçtiğinde,0.24160080878300316
elime sorunsuz,0.12002043077429984
elime ulasti,0.34980600853583466
elime ulaşmadan,-0.20188933814198015
elime ulaşmadı,-0.2699247460021287
elime ulaştı,-0.0016424848043256862
elime ulaştığında,0.14584873676338195
elime çok,0.7069787156514405
elimi,0.057720602504544534
elimizde,-0.36844937403640193
elimize,-0.45483540212943147
elimize ulaştı,-0.5567673893517501
elimle,0.0439173377943975
elinde,-0.3240051411340833
elinizde,-0.590817428245457
elinizde kalır,-0.2459576684643639
elinize,0.1862677343876357
elinizi,0.10164762041317518
elle,-0.06734751346482562
ellerine,0.04161519628689993
emekli,0.10288854782437246
emeği,-0.09521620772176673
emin,0.02051123802811019
emin değilim,0.47526021433842125
emin olun,-0.12439825989130446
eminim,-0.4557893604586584
emiş,-0.1696013688489515
emiş gücü,0.21866094580650386
emişi,-0.14178495511860073
emniyet,0.5205568444964469
emsallerinden,-0.3768774154409016
emsallerine,0.3626651044324085
emsallerine göre,0.3626651044324085
en,-0.4897396666597819
en az,-0.37708075226616444
en azindan,0.0017818372251968706
en azından,0.17295970746775266
en basit,-0.1485820365641321
en büyük,0.5280114694257919
en düşük,-0.05474235309207737
en fazla,-0.46953384193669906
en güzel,-0.3611662960140885
en güzeli,-0.1987132631761408
en iyi,-0.40020201002667505
en iyisi,-0.4167406724110286
en kaliteli,-0.25062175647209955
en kalitesiz,-0.10900096174523698
en kötü,-0.1553417812876316
en kısa,0.19185718857016684
en pahalı,-0.029949036818596342
en son,0.39940126176619795
en sonunda,-0.06804606926641088
en ucuz,0.0950944547467538
en ucuzu,-0.22673659995199621
en ufak,0.0881421367153953
en uygun,0.2337395952686243
en yüksek,0.006078844539645196
en çok,-0.1915589386485836
en önemli,-0.21735379544988534
en önemlisi,0.40107548840428436
enerji,-0.27661151189447464
engel,-0.2957850533902604
epey,-0.06940909662118203
ergogrip,-0.15221178941777677
ergonomik,-0.11473690732730821
ergonomik değil,-0.11856778078795516
ergonomik ve,0.3415677951561941
eridi,-0.14674030582041367
eriyor,0.1650205597597482
erkek,0.30773085330459643
erken,0.2206151486747772
erken geldi,0.01679893568962082
ertesi,-0.4955538985564802
ertesi gün,-0.10702404368221513
ertesi günü,-0.2170349157063636
esim,0.03231844630370322
eski,0.015514390484093699
eski bir,0.05948961458982764
eski tip,-0.35570220390002305
eskiden,0.005822615799670119
eskisi,-0.015117492486431914
eskisi gibi,-0.08445062407765472
esnasında,-0.006720985752607956
estetik,0.5507901136455222
estetik olarak,0.26976426788791236
et,-0.0289989326597048
etapta,0.03308387581277429
eti,-0.2660634641860135
etiketi,0.04110335581728153
etin,0.37252062026689275
etin yahnisi,0.11912578561814438
etki,0.15159830682619319
etkili,0.947755183806655
etkili bir,0.48349972557852805
etkisi,0.0741999230423761
etkisi yok,-0.22967508150659688
etkisini,0.28091656671108667
etleri,0.06764648793474443
etme,-0.12388691720787696
etmeden,-0.3597826443360432
etmeden alabilirsiniz,-0.048886628128730965
etmedi,0.45732765989951013
etmediler,-0.15115171629613733
etmedim,-0.051635917359530346
etmek,0.0820846089365761
etmek istedim,-0.13215811848613263
etmek için,-0.22018894152086588
etmek zorunda,-0.11253421032450414
etmem,-0.4500313590623166
etmeme,0.08409706904524453
etmeniz,-0.16752062701604625
etmesi,-0.21871090035028265
etmeye,-0.15298682605217157
etmeyen,-0.1772934196522298
etmeyi,0.011853721295674134
etmeyin,-0.1361068148005192
etmez,-0.3559304204608049
etmez bir,-0.18235526066361243
etmi,-0.06191500014489832
etmi yorum,-0.27836767236985793
etmiyor,0.0063495076166172225
etmiyorlar,-0.09810266155651558
etmiyorum,-0.9603914676536339
etmiyorum bu,0.046264756472560856
etmiyorum kesinlikle,-0.061550771461473926
etmiş,0.14721168204810414
etmiştim,0.6138687609356133
etmiştim ama,-0.1282594188782389
etrafa,-0.13905369446712967
etrafı,-0.30560221650626157
etsin,0.32224781826782545
etti,-0.31199375113273425
ettik,-0.2966178555623345
ettikleri,0.33199026332320264
ettikten,0.19641311620832028
ettikten sonra,0.2837229299808297
ettiler,-0.246919799927512
ettim,0.3040595156216868
ettim ama,0.0246087408936511
ettim aynı,0.243532860506396
ettim bana,-0.2506782003853905
ettim bu,0.20351152666844283
ettim ve,0.179914765590563
ettirmek,0.06711538859994876
ettiği,-0.22892186147549348
ettiğim,-0.39860020876152424
ettiğim ürün,-0.23267935005450588
ettiğimden,-0.11040862571015332
ev,-0.34781758170175275
ev için,0.024266159166381696
evde,-0.04673814210511637
evdeki,-0.26818780927335606
evden,0.02797742020110561
eve,0.6463249139987045
eve lazım,0.16560069897075133
evet,-0.16710886781991893
evet ama,0.046370105303644
evet beğendim,0.422068643704089
evet gayet,0.3075676383587055
evet güzel,0.5922193132403288
evet çok,-0.2581937144687888
evet ürün,0.4316284293581177
evi,-0.3150531579377692
evi için,-0.055035216528023796
evidea,-0.26229634439060157
evim,-0.3230102008644973
evimde,0.0361387652095047
evime,0.0018533044466261255
evimin,-0.04087096695431866
evin,0.13623820285234006
evin her,-0.042660229333324015
evin içinde,0.5644510214456102
evin içine,-0.18098217814417977
evinde,0.10026691211708086
evine,-0.12551237293875464
evinize,-0.248831128298604
evvel,-0.3458324428014446
express,-0.06460037321453964
eyvallah,-0.15356421436584192
ezik,-0.11438341927144728
ezik var,0.016587212673572757
ezik ve,-0.1947446344273709
ezilme,-0.10569701558452195
ezilmiş,0.0036192394317435144
ezilmiş olarak,0.2107088577294838
eziyet,0.004017403903668523
eziyor,-0.27960045257483773
eğer,0.25569353310930254
eşim,-0.41435676247333125
eşim için,-0.2564666797817257
eşim çok,0.0053082721608814195
eşime,0.0031534703800152842
eşime aldım,0.37661281049260653
eşimin,-0.41749958950541816
eşit,0.2267555350926836
eşya,-0.14359388244878332
fabrika,-0.15778921929914935
facia,0.20564600579115405
fakat,2.049563508048635
fakat alt,-0.09567973578614075
fakat beklediğim,0.10053949511263129
fakat beklentimi,-0.11477774960045853
fakat ben,-0.006882400049284377
fakat benim,0.14687916875991935
fakat bir,-0.054595352264052904
fakat biraz,0.07206903306109091
fakat bu,-0.012768653684998129
fakat böyle,-0.12531970586443167
fakat demlik,0.06449911065053715
fakat en,-0.12488411253992636
fakat firma,-0.3240854870563777
fakat gelen,0.11149463206231337
fakat hala,-0.0932674723378898
fakat hiç,-0.19729822713807316
fakat içindeki,0.20615057618554072
fakat jbl,0.3476676365719505
fakat kargo,0.3426142420628549
fakat paketleme,0.026788292296305208
fakat ses,0.0380057031937583
fakat su,0.07894361160334867
fakat uzun,0.3500331733351574
fakat çok,-0.19655252118614852
fakat ürün,0.31758021010366044
fakat ürünü,-0.3082150573429057
fakir,-0.2500585423213694
fakir marka,0.07921817301174441
falan,0.8882535789754319
falan da,-0.11752152629777374
falan değil,0.7482695253542903
fan,0.6928947818787038
fana,-0.11159802856011665
fantom,-0.16022367679545915
fanı,0.45752915771242275
fare,-0.35787052999312385
fareyi,0.3188149988359682
fark,-0.07122210540744511
fark ettim,-0.012209420856571543
fark var,-0.2137057304943847
fark yok,0.3659019478052149
farkettim,0.10891704717708414
farki,0.6977931776979241
farkli,0.081748834666026
farkli bir,-0.035012746806123894
farklı,0.16653038016568947
farklı bir,0.07841992342111537
farklı ürün,-0.05684708848667005
farkı,0.5028650284091263
farkı yok,0.17889726139195364
farkına,-0.09368804451556738
farkını,0.4812140865425698
fatura,-0.41121923724834536
fatura yok,-0.3246436544261519
faturada,-0.2190597842051408
faturam,-0.17803636004519824
faturasi,-0.3953383323946213
faturası,-0.0749225348442231
faturasını,0.38756843369760713
faturasız,0.3796060464973435
faturasız geldi,-0.09712369056666362
faturayı,0.07261778096014362
fayda,-0.2142074784463885
fayda var,0.26358204124425455
faydalı,-0.3806877391777511
faydası,0.025649472135324456
faydası yok,0.17237279697171057
faydasını,-0.38892532548296754
fazla,0.6609934362155748
fazla ama,-0.2988669204745702
fazla beklentiniz,-0.022032946151036403
fazla bir,0.1779573430286413
fazla değil,0.27192748420001306
fazla gürültü,0.06952596162453849
fazla oldu,-0.15940158412932467
fazla para,0.06592559961817213
fazla ses,-0.09542677123273346
fazla sesli,-0.11980214323053122
fazla su,-0.3490778308118198
fazla verin,0.07039765962122153
fazla verip,-0.2353338315974377
fazla yağ,0.2667876132664419
fazla yer,0.3536960922616645
fazla çıkıyor,-0.3805565178387387
fazla ısınıyor,0.6908278652376522
fazladan,-0.2187839114816142
fazlasiyla,0.35573387320935695
fazlası,0.19533445750821707
fazlasını,-0.026275566324413288
fazlasıyla,0.44387053611854593
fazlasıyla yeterli,0.1511542139272771
felaket,-0.260067331962424
felan,0.2185488058726462
fena,1.5104966282590808
fena degil,0.699288125933662
fena deği,-0.02967825213935731
fena değil,0.569492427017864
fena sayılmaz,0.3291669602860985
fi,0.6103036136328559
fi yat,0.02567656550272765
fi yatina,0.4025740321102775
fiatı,-0.16810354046081813
fiber,0.00961895693751475
fikir,-0.061516064953900974
fikrim,-0.025467328283362414
filan,-0.12859153551669653
filitre,-0.17723675963489874
film,0.9054771905661628
filtre,0.23257273959192012
filtreleri,0.0037136184494952805
filtrelerini,-0.1418545901602928
filtreli,-0.045683523659546706
filtresi,-0.16783961057788094
filtresini,-0.0678740218888154
filtreyi,-0.3555366754535835
fincan,-0.5355789913886807
fincan kahve,-0.10206152145929902
firin,0.3824441182026112
firini,-0.07061617916731497
firma,-0.7734770596679321
firma da,-0.14992482525987066
firma ile,0.3914358410325838
firma ve,-0.11404493437779463
firmada,-0.2513139610559596
firmadan,-0.17153672418228252
firmalar,-0.27703771086764933
firmanın,-0.013523138373061742
firması,-0.49548104183680275
firmasına,-0.011896837683706135
firmasının,0.18439412677827782
firmaya,0.28180770509040715
firmayı,0.058838901512512025
firmware,0.0866532948491189
fise,-0.17270522157838525
fisi,-0.24460803590826966
fiyasko,-0.11162013442904782
fiyat,0.2695945959646863
fiyat bandında,0.0395346657057819
fiyat br,-0.34818769884525064
fiyat hem,-0.1005514740767711
fiyat hemde,-0.016119265185802947
fiyat iyi,-0.15405492303079577
fiyat için,0.07013612417160815
fiyat kalite,0.6122691925836563
fiyat kaliteli,0.40193735730441627
fiyat olarak,0.011237905353470199
fiyat performans,-0.5521600491864315
fiyat performansı,0.23206370184573966
fiyat uygun,-0.16661219577428374
fiyat ve,-0.21944155157014997
fiyat çok,0.138512300524516
fiyata,-0.09107014531462679
fiyata aldım,-0.19437370540053714
fiyata alınabilecek,-0.06817051751388155
fiyata bu,-0.013615779287612968
fiyata daha,-0.2525552957380216
fiyata gore,-0.13765522021582746
fiyata göre,-0.15914264165725092
fiyata güzel,0.5613682841882985
fiyata idare,0.42830242027481735
fiyata çok,-0.025374925298778876
fiyati,-0.2549594036372314
fiyatina,0.8480665018538096
fiyatina gore,0.13205926484414332
fiyatina göre,0.9496485549594963
fiyatla,0.04027980651707265
fiyatlar,-0.08802838195746861
fiyatları,-0.1810708178278764
fiyatlı,-0.4380566734796657
fiyatlı bir,-0.2015345306474606
fiyatta,0.16450896004430754
fiyattaki,0.07825103567488119
fiyattan,0.28159630071201236
fiyatı,0.22027723622481243
fiyatı cok,-0.08255443201801199
fiyatı da,-0.6819965043902153
fiyatı gayet,-0.27215660064295893
fiyatı iyi,-0.19952452904460033
fiyatı uygun,-0.027230591545827163
fiyatı ve,-0.41892546185056345
fiyatı çok,-0.1301665621617352
fiyatıda,0.3594581169692822
fiyatıda uygun,0.19361866466531683
fiyatına,0.4179687816576255
fiyatına gore,-0.24519996073557562
fiyatına göre,0.22957469836351507
fiyatından,0.05518081075935948
fiyatını,0.15226170872285963
fiyatının,-0.1774740905978591
fiyatıyla,0.39620851275037927
fiş,-0.2978280766334141
fişe,-0.11689620826515906
fişi,-0.051747203788825594
flash,0.24913994957520547
fonksiyonel,0.12933250970017282
fonksiyonlu,-0.12880113364053314
fonksiyonu,0.1613738411530092
foto,-0.14123556016726851
fotoğraf,-0.1797070944385901
fotoğraflar,-0.045094257780366805
fotoğrafta,0.17666645299303432
fotoğraftaki,0.3047066302821057
fotoğraftaki gibi,-0.06429958542227257
fps,0.4527563687597091
fritöz,0.4724971651036148
full,0.15108837241494502
full hd,0.11757576106760811
fırsat,0.014322197818421466
fırsatı,-0.2396390326335456
fırsatım,0.10365136410273873
fırsatım oldu,-0.2402748224351876
fırsatım olmadı,0.468798917113678
fırça,0.2579740504832963
fırçası,-0.31327010211843476
fırın,0.44033818022981497
fırın aldım,-0.09046577490209141
fırında,0.04860220284288726
fırını,-0.1814157511924505
fırının,-0.33112948187866525
fıyatı,0.03935442935548672
g3,-0.051546905756943054
galaxy,0.10636964143755079
galiba,-0.25003811658860964
garanti,-0.2624419774923989
garanti belgesi,-0.12053349229667144
garanti kapsamında,-0.22081726761458118
garanti süresi,0.11799216602440168
garantili,-0.33915113039592637
garantili olması,0.3113974911073212
garantisi,0.00976547485485902
garantisi altında,0.19730617176490672
garantisi bitti,0.0393184869302164
garantisi devam,0.13417050489613733
garantisi var,0.16855634403303846
garantisinden,0.2178322347378026
garantisini,0.0445468397217573
garantiye,-0.019243481791461656
garantiye girmiyor,0.14173548962318155
garantiye gönderdim,-0.11399155800030032
garantiyi,-0.1904669829059608
garip,0.10534460779499262
gayet,-0.16167659186401726
gayet basarili,0.34031496961430857
gayet başarılı,-0.34973868788216156
gayet guzel,-0.4528587079859968
gayet güzel,0.28465092554801824
gayet güçlü,-0.03028530966155685
gayet hoş,-0.14393253811879106
gayet hızlı,0.36334611702687136
gayet iyi,-0.1584502714822319
gayet iyiydi,-0.4592540255874758
gayet kaliteli,-0.3506242684399748
gayet kolay,-0.035896745991400365
gayet kullanışlı,-0.3376463174235784
gayet memnun,-0.440615175821971
gayet memnunum,0.12225105088599753
